1eOxVqUJkmis3AZ.wav,2
5ACakgIvd7EoXlH.wav,1
5AXcSnod1rj4zYU.wav,2
5e65CrCfFOoUEZa.wav,1
6lT19q79zbHoXEV.wav,2
7nbM7EH77z5BQQs.wav,0
7QYgpbfI03WQmzD.wav,2
8f7W5uehxHkPeW0.wav,2
8pDhTVNPOurFEmF.wav,1
9ATjLYbRUoVZlYz.wav,-1
APzwCFVMg2BGOPb.wav,2
bDC8KKzlHwtHNkh.wav,2
bMCjbKfCm84aHKf.wav,1
c2b7RhpdujuZDrf.wav,1
CkDnk36X1yAplCO.wav,2
CkWvPM8Bk0S1vbn.wav,-1
cORFWZiFGIfcRAn.wav,1
D00E7sm8BxGaPqM.wav,2
D5TiBsM0m3wSDL4.wav,1
DMuuA13L6ffv6xd.wav,2
DvPrnE3zrCaxIBd.wav,1
eWJcd86PXMbCGNX.wav,2
FbKagk2Vq8uUL2b.wav,1
fkRqw8zH9N8ktEs.wav,1
fS8On5gdcXQ4Cie.wav,1
Fsrqb8HEPNZoIDV.wav,2
fws6nQK9mh4Ch15.wav,1
GUXWMTTiME7nbbQ.wav,1
GZrpwZ36OsajjmR.wav,0
Hpq4yudBHJcfGiH.wav,2
HqP7ZzlsMZjBPx5.wav,-1
HW3jsDCwekfUEXt.wav,1
ifYvYzQ5sauC6d7.wav,1
im0XX3sbMlN0avu.wav,2
jCcpv0aS8NBZYwa.wav,2
jRFwP30FC0vzmwH.wav,2
JxpYrOTQUfCWSBF.wav,1
KDJkNx3bv3LBoqB.wav,1
LDgaI2UO3OznbNP.wav,0
LVYGJRIm7BbUnG7.wav,-1
mjj06SiC1nFklf1.wav,0
mQrX2bk3VE7oq1r.wav,1
njNHvlbHhYL1MCr.wav,-1
NPC4Z6CvjbUap2G.wav,1
ofRwJctTaAbGks1.wav,1
OITxGtEaSPzAbNd.wav,2
pEdjZLrXQAjfeDx.wav,-1
pguNi1WQSvThg1w.wav,2
pLLwtZc3MVL27xu.wav,2
qCJnKRO2LGRpxoY.wav,2
qRx9toCiiSkYiSv.wav,1
rhMnPm1CIwtPg64.wav,2
rsVYvRkVKUqwrLg.wav,0
snT3fODbTLJW66x.wav,1
tvWbyttK570WqCJ.wav,2
ueDcMokjBJrpDPg.wav,2
Utinc7zZcu5F8Yv.wav,2
VdZ3zzHaBpF0h1O.wav,2
voMEomKPE3n6CpF.wav,-1
VtEpwxy4yo9Y3A0.wav,-1
vUcL6HUom95Mhk1.wav,2
WQvArsWTJSHWjTL.wav,1
YaazDC6dTt4WFhM.wav,1
yB6YDkhCjpJMtIX.wav,1
yd4eUYeMEtY6vYm.wav,1
yhdEYPCkZOdKTBk.wav,1
yUy56aHQbWbTEdO.wav,1
yXHhIYErOCn99Pf.wav,0
yza4EAOx9FAQojo.wav,1
zDmfIgWmRGZvnuA.wav,1
ZsZKwGKQVyMT6h5.wav,1
